category,n,acceptance_rate_pooled,acceptance_rate,mean_accept_length,forward_steps,gen_tokens,spec_tok_s
ood_legal,30,0.14261603375527426,0.14261603375527426,3.1392405063291138,4108.0,12862,1403.4619294491881
ood_financial,100,0.11887996479260644,0.11887996479260644,2.7831994718890964,18178.0,50500,1829.8861958253278
ood_medical,100,0.1123856673864574,0.1123856673864574,2.6857850107968613,18987.0,50929,1764.357664946988
